osm_id,osm_type,latitude,longitude,name,brand,operator,addr_street,addr_district,opening_hours
11594831193,node,41.065735,28.933466,Petrol Ofisi,Petrol Ofisi,Kaptanlar Turizm,Yıldıztabya Alibeyköy Caddesi,Gaziosmanpaşa,24/7
11594848769,node,41.101312,28.979996,Opet,Opet,Zengin Petrol,Cendere Caddesi,Kağıthane,24/7
11597376277,node,41.001019,28.618148,BP,BP,Veysi Genç Akaryakıt,,,
11597376278,node,41.005841,28.622391,Shell,Shell,,Avrupa Caddesi,Beylikdüzü,24/7
11597376279,node,41.016342,28.625908,Opet,Opet,Cob Petrol,Yavuz Sultan Selim Bulvarı,Büyükçekmece,24/7
11597376320,node,41.018952,28.631113,Opet,Opet,Renk Petrol,,Büyükçekmece,24/7
11597376321,node,41.019933,28.631614,Petrol Ofisi,Petrol Ofisi,Esenpet Petrol,2312. Sokak,Esenyurt,24/7
11597376322,node,41.009743,28.655044,Shell,Shell,,Belediye Caddesi,Beylikdüzü,24/7
11597376324,node,41.029353,28.682598,Aytemiz,Aytemiz,Esenyurt Petrol,Doğan Araslı Bulvarı,Esenyurt,24/7
11597376325,node,41.032162,28.681943,Shell,Shell,,,,24/7
11597376326,node,41.031956,28.674315,Shell,Shell,,,Esenyurt,24/7
11597376328,node,41.051007,28.687737,Opet,Opet,Anafarta Petrol,Bahçeşehir Yanyol Caddesi,Esenyurt,24/7
11597382608,node,41.19215,28.570898,Opet,Opet,Opet Market ve Akaryakıt İstasyon İşletmeciliği Anonim Şirketi,,Çatalca,24/7
11597382610,node,41.195515,28.569958,Opet,Opet,Opet Market ve Akaryakıt İstasyon İşletmeciliği Anonim Şirketi,,Çatalca,24/7
11597382612,node,41.277096,28.612456,Turkish Petrol,,,,,
11597382614,node,41.245024,28.701485,Total,TotalEnergies,Güneş Enerji,Kuzey Marmara Otoyolu,Arnavutköy,24/7
11597382616,node,41.243545,28.704075,Total,TotalEnergies,,Kuzey Marmara Otoyolu,Arnavutköy,24/7
11597382625,node,41.179233,28.884008,Petrol Ofisi,Petrol Ofisi,,,,24/7
11597382626,node,41.156003,29.035756,Shell,Shell,,,Sarıyer,24/7
11597506824,node,41.095074,28.895903,BP,BP,Yeni Topçooğlu Petrol,Şehit Murat Celep Caddesi,Sultangazi,24/7
11741162818,node,40.916124,29.169956,Shell,Shell,,,,
11744840531,node,40.89826,29.16413,,,,,,
12009680069,node,41.305529,28.24185,,,,,,
12169841706,node,41.055443,29.188759,Opet,Opet,,,,
12169841707,node,41.055229,29.184787,Opet,Opet,,,,
12185834427,node,41.083835,28.948853,,,,,,
12198501225,node,41.004493,29.030382,Shell,Shell,,,,
12199038026,node,41.051298,29.064439,,,,,,
12205869388,node,40.981595,28.884321,Petrol Ofisi,Petrol Ofisi,,,,
12213415959,node,41.101354,28.965951,Shell,Shell,,Selçuklu Caddesi,Kağıthane,
12217538551,node,41.102814,29.000055,,,,,,
12240815361,node,40.917213,29.354374,Total Energies,TotalEnergies,,,,
12240815362,node,40.920658,29.350217,Total Tuzla,TotalEnergies,Opet Petrolcülük A.Ş.,Katip Çelebi Caddesi,Tuzla,24/7
12240935663,node,40.910819,29.199106,BP,BP,,,,
12240988992,node,41.051747,28.910643,GO Yakıt,İpragaz,NCP Akaryakıt,Rami Kışla Caddesi,Bayrampaşa,24/7
12240988994,node,41.055581,28.909673,Petrol Ofisi,Petrol Ofisi,Niyazi Öztürk Petrol,Eski Edirne Asfaltı,Gaziosmanpaşa,24/7
12241268039,node,41.080745,28.894156,,,,,,
12243925975,node,41.111187,28.796212,TotalEnergies,TotalEnergies,,,,
12250404051,node,40.996973,28.871627,Total,TotalEnergies,,Pembe Ay Sokağı,Bakırköy,24/7
12250435536,node,40.97403,28.87317,Opet,Opet,Ataköy Petrol,Rauf Orbay Caddesi,Bakırköy,24/7
12307722101,node,41.03102,29.230925,Shell,Shell,,,,24/7
12438991422,node,41.129753,28.837779,Petrol Ofisi,Petrol Ofisi,,,,
12441887647,node,41.028382,28.459828,BP,BP,Neve Petrol,İstanbul Caddesi,Büyükçekmece,24/7
12821056291,node,40.981344,29.165051,Türkiye Petrolleri,Türkiye Petrolleri,,Üsküdar Caddesi,Ataşehir,
12871111807,node,41.056844,28.996424,S Oil,S Oil,Turer Petrol,Öğretmen Haşim Çeken Caddesi,Şişli,09:30-18:30
12961307634,node,40.904405,29.163743,TotalEnergies,TotalEnergies,,Üsküdar Caddesi,,
13058788561,node,40.888278,29.375192,OPET,Opet,,,,
225470928,way,41.035291,28.993699,Türkiye Petrolleri,Türkiye Petrolleri,,,,
229914140,way,41.022539,29.075342,Petrol Ofisi,Petrol Ofisi,Petrol Ofisi,,,
363637322,way,40.999321,29.181625,,,,,,
404568673,way,40.931413,29.128788,BP,BP,,,,
499316078,way,40.975234,29.052288,Shell,Shell,,,,
499614869,way,40.926196,29.351089,Shell,Shell,,,,
554699358,way,41.012929,28.791786,Petrol Ofisi,Petrol Ofisi,,,,
1000476249,way,41.064731,28.671693,Opet,Opet,,,,
1323152130,way,41.098392,28.791056,Shell,Shell,,,,
1326208723,way,41.2575,28.702508,SOCAR,SOCAR,Azoil Petrolcülük,Vecihi Hürkuş Caddesi,Arnavutköy,24/7
1327932392,way,41.092654,28.917246,Opet,Opet,Güven Elif Otoyol İşletmeleri Anonim Şirketi,881. Sokak,Gaziosmanpaşa,24/7
1328615126,way,40.991693,29.223849,,,,,,
1330404728,way,41.069632,28.903143,Termo,termo,,Cengiz Topel Caddesi,Gaziosmanpaşa,24/7
1331301679,way,41.083839,28.81227,Opet,Opet,,,,
1331735729,way,41.051954,28.911221,Opet,Opet,Özden Akaryakıt,Rami Kışla Caddesi,Gaziosmanpaşa,24/7
1331735730,way,41.054143,28.910448,Energy,Energy,Kuranlar Petrol,,Gaziosmanpaşa,24/7
1334760761,way,41.084075,28.810515,Shell,Shell,,,,
1338333199,way,41.098752,28.789119,Shell,Shell,,,,
1341105372,way,41.045342,28.91702,Shell,Shell,Gökkuşağı Petrol,,Eyüpsultan,24/7
1342730996,way,41.25183,28.7384,TotalEnergies,TotalEnergies,OYAK Enerji,Terminal Caddesi,Arnavutköy,24/7
1348957922,way,41.003927,29.216855,,,,,,
1349551960,way,41.197446,29.146251,Opet,Opet,,,,
1362930977,way,41.137158,28.811313,Shell,Shell,Zıngıl Akaryakıt,Eski Edirne Asfaltı Caddesi,Arnavutköy,24/7
1363626790,way,40.98199,28.682424,TotalEnergies,TotalEnergies,,,,
1363924454,way,40.852103,29.311577,,,,,,
1365202373,way,41.036882,29.155584,,,,,,
1365202374,way,41.03706,29.155662,,,,,,
1365252224,way,41.199285,28.82613,Aytemiz,Aytemiz,,Ziyade Sokağı,Eyüpsultan,24/7
1365252225,way,41.195884,28.822287,Shell,Shell,,,Eyüpsultan,
1375210243,way,41.049509,28.820509,Shell,Shell,,Peyami Safa Caddesi,Bağcılar,24/7
1383338957,way,40.974991,29.240721,Petrol Ofisi,Petrol Ofisi,,,,
1383512553,way,40.989291,29.195269,,,,,,
1383516712,way,40.987698,29.143822,Opet,Opet,,,,
1383516714,way,40.988529,29.145538,Petrol Ofisi,Petrol Ofisi,,,,
1384283544,way,41.016451,29.145907,Opet,Opet,,,,
1384283545,way,41.016768,29.141535,,,,,,
1384652933,way,41.008602,29.201665,Petrol Ofisi,Petrol Ofisi,,,,
1392693608,way,41.091562,28.634204,Petrol Ofisi,Petrol Ofisi,Dinç Petrol ve Ticaret Limited Şirketi,Hadımköy - İstanbul Caddesi,Arnavutköy,24/7
1395490267,way,40.989092,29.194029,,,,,,
1395490271,way,40.988065,29.193127,,,,,,
1411773074,way,41.203419,28.759863,,,,,,
1418767436,way,41.113502,28.797987,Opet,Opet,,,,
1424199385,way,41.410092,28.185418,Sunpet,Sunpet,,,,
1424199386,way,41.410359,28.184871,Energy,,,,,
1424261394,way,41.084085,28.784462,Opet,Opet,,,,
1424454806,way,41.090261,28.634151,Shell,Shell,,Hadımköy - İstanbul Caddesi,Arnavutköy,24/7
1425442035,way,41.103998,28.782961,Petrol Ofisi,Petrol Ofisi,,,,
1426428474,way,40.917273,29.143751,Opet,Opet,,,,
1449719989,way,41.06869,28.660646,Petrol Ofisi,Petrol Ofisi,Petrol Ofisi,,,
1457542359,way,41.08336,28.999809,Opet,Opet,,,,
1457608138,way,41.036496,29.065462,TotalEnergies,TotalEnergies,,,,
1458245698,way,41.009629,29.21086,BP,BP,,,,
1463902928,way,41.016855,29.076225,,,,,,
1463906395,way,41.024291,29.054902,,,,,,
1466274094,way,40.940585,29.369844,,,,,,
1466274095,way,40.942798,29.373496,,,,,,
1466816205,way,41.013691,29.246253,,,,,,
1466829119,way,41.014101,29.16365,,,,,,
1466829137,way,41.020519,29.129632,,,,,,
1468004382,way,41.056355,28.370341,Shell,Shell,,Londra Asfaltı,Silivri,24/7
1468074266,way,40.977743,29.22051,Opet,Opet,,,,
1468074280,way,40.96944,29.220176,,,,,,
1470145896,way,41.199064,29.148554,Opet,Opet,,,,
1471445387,way,41.120457,28.782464,,,,,,
1471776252,way,41.037044,29.155323,,,,,,
1472906656,way,41.032949,29.110885,,,,,,
1472906878,way,41.016474,29.177666,Petrol Ofisi,Petrol Ofisi,,,,
1476871584,way,41.136595,28.622966,,,,,,
